word,definition
situation,n. 情况
archive,n. 档案馆，档案室
incomparable,adj. 无比的，无可匹敌的
perspective,n. 视角，观点
compete,v. 竞争
joint,adj. 联合的
overload,n. 负担太重
mechanic,n. 机械师
distinguish,v. 区别，区分
vote,v. 投票，选举
everlasting,adj. 永恒的
construction,n. 建筑
aggressive,adj. 挑衅的，好斗的
classification,n. 分类，级别
melt,v. 融化
detect,v. 觉察
discourage,v. 阻止
combination,n. 联合，结合
grave,n. 坟墓
malfunction,n. 失灵，故障
reduce,v. 减少
respectively,adv. 各自地
forefinger,n. 食指
wise,adj. 聪明的，有智慧的
background,n. 背景
symbol,n. 象征，标志
quality,n. 品质
repave,v. 再铺，重新铺砌
downfall,n. （雨等的）大下特下
ring,n. 拳击台
planet,n. 行星
pension,n. 养老金
perception,n. 感知
facility,n. 设施
proportion,n. 比例，部分
involve,v. 卷入，包含
attempt,n. 尝试，试图 v. 尝试，试图
conventional,adj. 传统的
detailed,adj. 细节的，详细的
interpretation,n. 阐释，说明
guilt,n. 有罪，犯罪行为
connectivity,n. 连接，联系
behave,v. 表现
instruct,v. 指导
infinite,adj. 无限的
hazard,n. 危险
undervalue,v. 低估
specific,adj. 特定的，具体的
appealing,adj. 吸引人的
fitness,n. 健康
conclusion,n. 结论
absent,adj. 缺席的
antique,n. 古玩，古董
myth,n. 神话
intervention,n. 干涉
trace,n. 痕迹
protest,v. 抗议
refuel,v. （给）加油，加燃料
tackle,v. 处理
finance,n. 财政 v. 资助
fine,v. 罚款
indicate,v. 表明
dissatisfy,v. 不满意
expand,v. 扩大
spontaneous,adj. 自发的
offense,n. 犯罪
abruptly,adv. 突然地
recycle,v. 循环，再利用
rude,adj. 粗鲁的
contribute,v. 捐款，贡献
embarrass,v. 尴尬
weaken,v. 减少，减弱
mineral,n. 矿物
sticky,adj. 粘的
challenge,n. 挑战 . v. 质疑
excess,n. 过量，过度
recruit,v. 招募，吸收 n. 新兵，新成员
overstate,v. 夸张，夸大
generalization,n. 概括
hub,n. 中心
conservative,adj. 保守的，传统的
restock,v. 重新进货，再储存
convict,v. 证明…有罪
deepen,v. 使加深，加剧
tank,n. 油箱，水箱
negative,adj. 消积的
accelerate,v. 加速
territory,n. 领土，领域
impact,n. 影响
distraction,n. 分心
resolve,v. 解决
refuse,v. 拒绝
soluble,adj. 可溶的
brave,adj. 勇敢的
hat,n. 帽子（一般指有边的）
beach,n. 海滩，湖滩，河滩
authority,n. 当局，官方
roast,v. 烤，炙
amplify,v. 放大，扩大
bulk,n. 大部分
put,v. 放，摆
stable,adj. 稳定的，不变的
certificate,n. 证书，证件，执照
dragon,n. 龙
capable,adj. 有能力的
criticism,n. 批评
accommodation,n. 住处
imply,v. 暗示，意指
December,n. 十二月
president,n. 总统
lately,adv. 最近，不久前
down,adv. 向下
matter,n. 事情
lake,n. 湖
nor,conj. 既不…也不…
bench,n. 长凳，条凳
rug,n. 小地毯
mirror,n. 镜子 v. 与〔另一事物〕相似
draw,v. 画，划
net,n. 网，网状物
scale,n. 天平，磅秤，秤
outline,n. 轮廓
quiet,adj. 安静的
water,n. 水 v. 使湿，灌溉
nervous,adj. 神经的
nevertheless,conj. 然而 adv. 仍然
assembly,n. 集合
fight,v. 打（仗）
missing,adj. 失去的
lift,v. 提起，提高 n. 电梯
refrigerator,n. 冰箱，冷藏库
dirty,adj. 脏的
rent,n. 租金 v. 出租
convince,v. 使确信，使信服
abroad,adv. （在）国外
offend,v. 冒犯 v. 犯罪，违法
belong,v. 属于
arouse,v. 引起，唤起
admission,n. 承认
modify,v. 更改，修改
express,v. 表示 n. 快车
imagine,v. 想象，设想
infinite,adj. 无限的
barrier,n. 障碍
lane,n. （乡间）小路
notebook,n. 笔记本，期票簿
realm,n. 领域
lever,n. 控制杆
midst,n. 中部，中间，当中
pilot,n. 飞行员
direct,adj. 直接的
prejudice,n. 偏见，成见
tour,n. 旅行，旅游 v. 旅游，游历
tolerance,n. 忍受，容忍
discourage,v. 使泄气，使灰心
get,v. 获得，得到
advertisement,n. 广告
ribbon,n. 缎带，丝带
partner,n. 配偶
hamburger,n. 汉堡包，牛肉饼
climb,v. 攀登，爬
differ,v. 不同，相异
exhibition,n. 展览会
mineral,n. 矿物 adj. 矿物的
public,adj. 公众的 n. 公众
palace,n. 宫，宫殿
pulse,n. 脉搏
immediately,adv. 立即
cow,n. 母牛，奶牛
private,adj. 私人的
toast,n. 烤面包 v. 烘，烤
scenery,n. 风景
fun,n. 乐趣，娱乐
living,adj. 活的 n. 生活，生计
Mediterranean,n. 地中海 adj. 地中海的
worth,adj. 值…的 n. 价值
conquer,v. 征服
absorb,v. 吸收
enthusiasm,n. 热情，热心，热忱
brood,n. 同窝幼鸟 v. 孵（蛋）
tip,v. 轻击
accompany,v. 陪伴，陪同
execute,v. 将…处死
conceal,v. 把…隐藏起来
certain,adj. 肯定的
apparent,adj. 明显的
messenger,n. 送信者，信使
merit,n. 长处，优点
youth,n. 青春
naval,adj. 海军的，军舰的
downward,adj. 向下的 adv. 向下地
fact,n. 事实
hut,n. 小屋，棚屋
namely,adv. 即，也就是
monument,n. 纪念碑
cool,adj. 凉的
governor,n. 州长
program,n. 程序
illness,n. 病，疾病
normal,adj. 正常的，普通的
population,n. 人口
frontier,n. 边境
quantity,n. 量，数量，分量
order,n. 次序
learning,n. 学问，知识
everywhere,adv. 到处，处处
stage,n. 阶段
everyone,pron. 每人，人人
sting,v. 刺
hatch,v. （蛋）孵化
honey,n. 蜜，蜂蜜
nest,n. 巢
degree,n. 度
equivalent,adj. 相等的
calendar,n. 日历，历书
manual,adj. 体力的 n. 手册
cabinet,n. 内阁
steady,adj. 稳固的 v. 使稳定
more,adj. 更多的 adv. 更
apple,n. 苹果
never,adv. 永不，决不
instruction,n. 命令
laughter,n. 笑，笑声
appeal,n. 呼吁
idiom,n. 习语，成语
impressive,adj. 给人印象深刻的
fourteen,num. 十四
on,prep. 在…上
stack,n. 堆，垛 v. 堆积
imitate,v. 模仿
cast,v. 投，扔，抛
pump,n. 泵 v. 用抽机抽
animal,n. 动物，兽 adj. 兽欲/动物本能等（animal urges/instincts）
mend,v. 修补，缝补
dozen,n. 一打，十二个
bathe,v. 给…洗澡
means,n. 方法，手段，工具
emphasis,n. 强调，重点，重要性
shortage,n. 不足，缺少，不足额
contrary,adj. 相反的 n. 相反
tunnel,n. 隧道，坑道，地道
visible,adj. 可见的，看得见的
minimum,n. 最小量 adj. 最小的
hedge,n. 篱笆，树篱
bundle,n. 捆，包，束
stretch,v. 伸展
electrical,adj. 电的，电气科学的
artificial,adj. 人工的
grateful,adj. 感激的
classmate,n. 同班同学
assess,v. 对（财产等）估价
personal,adj. 个人的
qualify,v. 使具有资格
shift,v. 替换，转移 n. 转换
preceding,adj. 在前的
board,n. 板 v. 上（船、车等）
custom,n. 习惯，风俗
patch,n. 补丁
jar,n. 罐子，坛子，广口瓶
defeat,v. 战胜，击败
child,n. 小孩，儿童
education,n. 教育
stair,n. 楼梯
ornament,n. 装饰物
downstairs,adv. 在楼下 adj. 楼下的
hare,n. 野兔
brook,n. 小河，溪流
procedure,n. 程序
employ,v. 雇用
may,modal verb. 可能
province,n. 省
freeze,v. 冻
artistic,adj. 艺术的
combination,n. 结合，联合
adapt,v. 使适应
ambulance,n. 救护车
burden,n. 担子，重担
innocent,adj. 清白的
option,n. 选择
fee,n. 费，酬金
greeting,n. 问候，招呼，致敬
sincere,adj. 真诚的
steel,n. 钢，钢铁
guard,v. 守卫
worthy,adj. 值得尊敬的
breakfast,n. 早饭，早餐
sympathize,v. 同情
gallery,n. 美术馆，画廊
notice,v. 注意 n. 注意
percentage,n. 百分比，百分率
money,n. 货币
best,adj. 最好的
meet,v. 遇见
crown,n. 王冠，冕
beginning,n. 开始，开端
mathematical,adj. 数学的，数学上的
juice,n. （水果等）汁，液
meadow,n. 草地，牧草地
district,n. 地区，区域
fish,n. 鱼
incorrect,adj. 不正确的，错误的
lose,v. 失去
man,n. 男人
mere,adj. 仅仅的
bell,n. 钟，铃，门铃
mean,v. 作…解释
surrender,v. 交出
complicate,v. 使复杂
English,n. 英语 adj. 英国人的
gardener,n. 园丁，花匠
call,v. 把…叫做
pleasant,adj. 令人愉快的，舒适的
conversion,n. 转变，转化
adopt,v. 收养
master,n. 能手
pipe,n. 管子，导管
recover,v. 重新获得
communicate,v. 通讯
bike,n. 自行车 v. 骑自行车
classify,v. 把…分类
trumpet,n. 喇叭，小号
canoe,n. 独木舟，皮艇，划子
entertain,v. 使欢乐
campaign,n. 运动
abandon,v. 丢弃
lorry,n. 运货汽车，卡车
congress,n. 大会
double,adj. 双的
confident,adj. 确信的
extreme,adj. 极度的
frequency,n. 屡次
confess,v. 供认，承认
lodge,v. 暂住，借宿，投宿
apartment,n. 一套公寓房间
elevator,n. 电梯
kilogram,n. 千克，公斤
industrial,adj. 工业的
explosive,n. 炸药 adj. 会爆炸的
challenge,n. 挑战
swear,v. 宣（誓）
departure,n. 离开，出发，起程
elastic,n. 松紧带 adj. 有弹性的
break,v. 打破
capital,n. 首都
adequate,adj. 足够的
progress,n. 前进
paste,n. 糊
relevant,adj. 有关的，贴切的
exam,n. 考试
conservative,adj. 保守的 n. 保守的人
inhabit,v. 居住于，栖息于
ministry,n. （政府的）部
stem,n. 茎，（树）干 v. 起源
margin,n. 页边的空白
core,n. 果实的心
correspondent,n. 通讯员
possibly,adv. 可能地
roll,v. 滚动
repair,v. 修理，修补 n. 修理，修补
moral,adj. 道德的
broken,adj. 被打碎的
steer,v. 驾驶
wax,n. 蜡，蜂蜡
centimetre,n. 公分，厘米
gaseous,adj. 气体的，气态的
equal,adj. 相等的
lecture,n. 演讲，讲课 v. 演讲，讲课
recommendation,n. 推荐，介绍
bleed,v. 出血，流血
kid,n. 小孩，儿童
become,v. 变得
rid,v. 使摆脱，使去掉
land,n. 土地
bold,adj. 大胆的
prison,n. 监狱
modest,adj. 谦虚的
leather,n. 皮革
length,n. 长，长度
academic,adj. 学院的
prosperous,adj. 繁荣的，昌盛的
grammatical,adj. 语法上的
physics,n. 物理学
turbine,n. 叶轮机，汽轮机
contempt,n. 轻蔑
settlement,n. 解决
label,n. 标签
dew,n. 露，露水
professor,n. 教授
nothing,n. 没有东西 adv. 毫不
palm,n. 手掌，手心
limit,n. 限度
crude,adj. 简陋的
cold,adj. 冷的
frank,adj. 坦白的，直率的
forget,v. 忘记，遗忘
bean,n. 豆，蚕豆
appear,v. 似乎
price,n. 价格，价钱
emotion,n. 情感，感情
worst,adj. 最坏的 adv. 最坏地
moan,n. 呻吟声 v. 呻吟
terrible,adj. 可怕的
dollar,n. 元〔美国、加拿大、澳大利亚等国的货币单位〕
answer,v. 回答
barn,n. 谷仓
conclusion,n. 结论，推论
demand,v. 要求
learn,v. 学，学习
rival,n. 竞争者 adj. 竞争的
industry,n. 工业，产业
concern,n. 关心，挂念
friendly,adj. 友好的
pale,adj. 苍白的
dramatic,adj. 戏剧的
rhythm,n. 韵律，格律
local,adj. 地方的
nuclear,adj. 原子核的
gentleman,n. 绅士
exactly,adv. 确切地
shield,n. 盾
hawk,n. 鹰，隼
network,n. 网状物
disease,n. 病，疾病
French,adj. 法国的 n. 法国人
indicate,v. 标示，表示
aural,adj. 耳的，听觉的
basket,n. 篮，篓，筐
interpreter,n. 译员，口译者
mountain,n. 山，山岳
obtain,v. 获得，得到，买到
activity,n. 活动
lung,n. 肺脏，肺
throughout,prep. 遍及 adv. 到处
measurable,adj. 可测量的
clasp,n. 扣子，钩子
unit,n. 单位
spring,v. 跳，跃 n. 泉
home,n. 家
grammar,n. 语法
army,n. 军队
clock,n. 钟，仪表
domestic,adj. 本国的
ladder,n. 梯子，梯状物
doubt,n. 怀疑
fork,n. 餐叉
course,n. 课程
intense,adj. 强烈的
advice,n. 劝告
virtually,adv. 实际上，事实上
envy,v. 妒忌
duck,n. 鸭
remark,n. 评论，谈论 v. 评论，谈论
native,adj. 本土的 n. 本地人
purchase,n. 买，购买 v. 买
explode,v. 使爆炸
tragedy,n. 惨事，惨案
scissors,n. 剪刀，剪子
atom,n. 原子
suck,v. 吸，吮，啜
flag,n. 旗，旗帜
person,n. 人
essay,n. 短文
cliff,n. 悬崖，峭壁
perspective,n. 透视
inquiry,n. 询问，打听
hair,n. 头发
clever,adj. 聪明的
scratch,v. 搔
insist,v. 坚持
chimney,n. 烟囱，烟筒
orphan,n. 孤儿
plane,n. 飞机
accomplish,v. 达到（目的）
queen,n. 女王
really,adv. 真正地
hook,n. 钩，挂钩 v. 钩住
recognition,n. 承认
leaf,n. 叶，叶子
preliminary,adj. 预备的，初步的
meeting,n. 聚集，会合
property,n. 财产，资产
correct,adj. 正确的 v. 纠正
month,n. 月，月份
destination,n. 目的地，终点
purse,n. 钱包，小钱袋
feature,n. 特征，特色
route,n. 路，路线
error,n. 错误，谬误
trust,n. 信任 v. 相信
origin,n. 起源，由来
quick,adj. 快的
hunger,n. 饿，饥饿
fearful,adj. 害怕的，可怕的
suspicion,n. 怀疑，疑心，猜疑
knowledge,n. 知识，学识
dish,n. 碟，盘子
amuse,v. 逗…乐
cheque,n. 支票
orchestra,n. 管弦乐队
favourite,adj. 特别受喜爱的
centre,n. 中心
come,v. 来，来到
lion,n. 狮子
berry,n. 浆果（如草莓等）
edition,n. 版本
hatred,n. 憎恶，憎恨，仇恨
poverty,n. 贫穷，贫困
type,n. 型，类型 v. 打字
process,n. 过程
pleasure,n. 愉快，快乐
banner,n. 横幅
experiment,n. 实验
pear,n. 梨子，梨树
Marxism,n. 马克思主义
drip,v. 滴下
dictation,n. 口授笔录
advisable,adj. 明智的
tide,n. 潮，潮汐
mind,n. 头脑
blow,v. 吹
model,n. 模型
compass,n. 罗盘，指南针
germ,n. 微生物，细菌
probably,adv. 或许，大概
library,n. 图书馆
advance,v. 前进
my,det. 我的
beloved,adj. 为…所爱的 n. 爱人
nephew,n. 侄子，外甥
aluminium,n. 铝
rarely,adv. 很少，难得
subsequent,adj. 随后的，后来的
charity,n. 慈善事业
itself,pron. 它自己
clue,n. 线索，暗示，提示
jewish,adj. 犹太人的
current,adj. 当前的
journey,n. 旅行，旅程
sustain,v. 支撑
enormous,adj. 巨大的，庞大的
bite,v. 咬
gift,n. 礼物，赠品
bullet,n. 枪弹，子弹，弹丸
history,n. 历史
list,n. 表，目录 v. 列举
behave,v. 表现，举止
new,adj. 新的
van,n. 大篷车，运货车
amount,n. 总数
calculate,v. 计算
generous,adj. 慷慨的
conventional,adj. 普通的
early,adv. 早 adj. 早的，早期的
number,n. 数，数字
hint,n. 暗示，示意
fashionable,adj. 流行的，时髦的
tolerate,v. 忍受，容忍，宽恕
condense,v. 压缩，使缩短
technician,n. 技术员，技师
flash,n. 闪光 v. 闪，闪烁
flour,n. 面粉，粉
catch,v. 捉住
purple,n. 紫色 adj. 紫的
feed,v. 喂（养）
league,n. 联合会
exert,v. 运用
finding,n. 发现
foreign,adj. 外国的
shave,v. 剃，刮
assume,v. 假定
response,n. 响应
refine,v. 精炼，提纯
following,adj. 接着的
play,v. 玩，游戏
steamer,n. 轮船，汽船
lump,n. 团，块
prince,n. 王子
formation,n. 形成
inward,adj. 内心的 adv. 向内
plentiful,adj. 丰富的，富裕的
mutual,adj. 相互的
insurance,n. 保险
humorous,adj. 富于幽默的，诙谐的
dissolve,v. 使溶解
prior,adj. 在先的
farther,adv. 更远地 adj. 更远的
liner,n. 班船，班机
mist,n. 薄雾
abuse,v. 滥用
exceedingly,adv. 极端地，非常
coil,n. （一）卷
foundation,n. 基础
wit,n. 智力，才智，智能
spin,v. 使旋转
noise,n. 喧闹声
anticipate,v. 预料，预期
masterpiece,n. 杰作，名著
illustration,n. 说明，图解
recent,adj. 新近的，最近的
laundry,n. 洗衣房，洗衣店
compute,v. 计算，估计，估算
difficulty,adj. 困难
representative,adj. 代表性的 n. 代表
electricity,n. 电，电学
past,adj. 过去的 n. 过去
alloy,n. 合金
temple,n. 圣堂，神殿，庙宇
feast,n. 盛宴
invitation,n. 邀请，招待
group,n. 小组，群 v. 聚集
visual,adj. 视觉的，视力的
atmospheric,adj. 大气的
annual,adj. 每年的 n. 年报
stranger,n. 陌生人
present,adj. 现在的 n. 目前
frog,n. 蛙
music,n. 音乐，乐曲
simply,adv. 简单地
heart,n. 心，内心
substitute,n. 代替人 v. 用…代替
easily,adv. 容易地
suspend,v. 吊，悬
burn,v. 烧，燃烧 n. 烧伤
workman,n. 工人，劳动者，工匠
leadership,n. 领导
jealous,adj. 妒忌的
can,n. 罐头，听头
cotton,n. 棉
European,adj. 欧洲的 n. 欧洲人
explain,v. 解释
natural,adj. 自然界的
clean,adj. 清洁的
rebel,v. 造反 n. 造反者
enable,v. 使能够，使可能
evident,adj. 明显的，明白的
rain,n. 雨，雨水 v. 下雨
management,n. 管理
eighth,num. 第八 n. 八分之一
bread,n. 面包
sorrow,n. 悲痛，悲哀，悲伤
cattle,n. 牛
inspect,v. 检查，审查
mental,adj. 精神的
mushroom,n. 蘑菇，菌类植物
review,v. 再检查 n. 复习
beautiful,adj. 美的，美丽的
descend,v. 下来，下降
Fahrenheit,n. 华氏温度
freedom,n. 自由
grave,n. 坟墓 adj. 严重的
lumber,n. 木材
encounter,v. 遭遇，遇到 n. 遭遇
atmosphere,n. 气氛
toe,n. 脚趾
touch,v. 触摸
troublesome,adj. 令人烦恼的
congratulation,n. 祝贺
package,n. 包裹，包，捆
part,n. 一部分
credit,n. 信用贷款
judge,n. 法官
original,adj. 最初的
decision,n. 决定，决心
compose,v. 创作
rag,n. 破布，碎布，抹布
satellite,n. 人造卫星
transport,v. 运输 n. 运输
drawing,n. 图画，素描
protective,adj. 保护的，防护的
ago,adv. 以前
signature,n. 署名，签字，签名
primary,adj. 基本的
poem,n. 诗，韵文，诗体文
hear,v. 听见
overall,n. 工装裤 adj. 全面的
